BCU_name,rcp,year,cap_km3_year
84|LAM,no_climate,2095,0.16704009602343037
84|LAM,no_climate,2100,0.1647744921324114
85|MEA,2p6,2025,1.6998805293245884
85|MEA,2p6,2030,1.9664684255954843
85|MEA,2p6,2035,2.265738580159838
85|MEA,2p6,2040,2.419340478543033
85|MEA,2p6,2045,2.815401969222543
85|MEA,2p6,2050,3.5318164111373327
85|MEA,2p6,2055,4.470088065924805
85|MEA,2p6,2060,5.341837902967203
85|MEA,2p6,2065,5.828317840818655
85|MEA,2p6,2070,6.263639032426636
85|MEA,2p6,2075,6.405452324615474
85|MEA,2p6,2080,6.160591182600187
85|MEA,2p6,2085,6.229059946428473
85|MEA,2p6,2090,6.207070414794712
85|MEA,2p6,2095,6.117808764805456
85|MEA,2p6,2100,5.96499389142253
85|MEA,7p0,2025,1.4890327264367331
85|MEA,7p0,2030,1.7743673817563135
85|MEA,7p0,2035,2.008707863684526
85|MEA,7p0,2040,2.252692141777707
85|MEA,7p0,2045,2.3991397119152515
85|MEA,7p0,2050,2.370471512048023
85|MEA,7p0,2055,2.52789596941339
85|MEA,7p0,2060,2.5978525433910895
85|MEA,7p0,2065,2.870632111970148
85|MEA,7p0,2070,3.1308047043464198
85|MEA,7p0,2075,3.386695296947868
85|MEA,7p0,2080,3.7712536901093827
85|MEA,7p0,2085,3.8940600622098143
85|MEA,7p0,2090,4.076640166775127
85|MEA,7p0,2095,4.236757206070859
85|MEA,7p0,2100,4.425583410966461
85|MEA,no_climate,2025,1.594456627880661
85|MEA,no_climate,2030,1.8704179036758988
85|MEA,no_climate,2035,2.137223221922182
85|MEA,no_climate,2040,2.33601631016037
85|MEA,no_climate,2045,2.6072708405688974
85|MEA,no_climate,2050,2.9511439615926776
85|MEA,no_climate,2055,3.4989920176690976
85|MEA,no_climate,2060,3.9698452231791466
85|MEA,no_climate,2065,4.349474976394402
85|MEA,no_climate,2070,4.697221868386528
85|MEA,no_climate,2075,4.8960738107816715
85|MEA,no_climate,2080,4.965922436354784
85|MEA,no_climate,2085,5.061560004319143
85|MEA,no_climate,2090,5.141855290784919
85|MEA,no_climate,2095,5.177282985438158
85|MEA,no_climate,2100,5.195288651194495
85|WEU,2p6,2025,0.0755542969702416
85|WEU,2p6,2030,0.08801672447092738
85|WEU,2p6,2035,0.10214359667759786
85|WEU,2p6,2040,0.1181265736786135
85|WEU,2p6,2045,0.1307066482426039
85|WEU,2p6,2050,0.1467039165381394
85|WEU,2p6,2055,0.16186268180964083
85|WEU,2p6,2060,0.1646409501981768
85|WEU,2p6,2065,0.15413181549499327
85|WEU,2p6,2070,0.14422374028484672
85|WEU,2p6,2075,0.13969676846592333
85|WEU,2p6,2080,0.1320224412432843
85|WEU,2p6,2085,0.1277293901389437
85|WEU,2p6,2090,0.12323197477074362
85|WEU,2p6,2095,0.11849687529903634
85|WEU,2p6,2100,0.11474071492622914
85|WEU,7p0,2025,0.07525410206968221
85|WEU,7p0,2030,0.08776320992639733
85|WEU,7p0,2035,0.09658736250732523
85|WEU,7p0,2040,0.10881561908282762
85|WEU,7p0,2045,0.1160669243506804
85|WEU,7p0,2050,0.11883620902699216
85|WEU,7p0,2055,0.11999093511787355
85|WEU,7p0,2060,0.12200209908036996
85|WEU,7p0,2065,0.12359478192147548
85|WEU,7p0,2070,0.12648248528450143
85|WEU,7p0,2075,0.12957722501708993
85|WEU,7p0,2080,0.1314527553259895
85|WEU,7p0,2085,0.13062153047719882
85|WEU,7p0,2090,0.1341462751290665
85|WEU,7p0,2095,0.13503396698601575
85|WEU,7p0,2100,0.1354235137835106
85|WEU,no_climate,2025,0.07540419951996191
85|WEU,no_climate,2030,0.08788996719866235
85|WEU,no_climate,2035,0.09936547959246154
85|WEU,no_climate,2040,0.11347109638072056
85|WEU,no_climate,2045,0.12338678629664215
85|WEU,no_climate,2050,0.13277006278256578
85|WEU,no_climate,2055,0.14092680846375719
85|WEU,no_climate,2060,0.1433215246392734
85|WEU,no_climate,2065,0.13886329870823438
85|WEU,no_climate,2070,0.13535311278467407
85|WEU,no_climate,2075,0.13463699674150664
85|WEU,no_climate,2080,0.13173759828463688
85|WEU,no_climate,2085,0.12917546030807125
85|WEU,no_climate,2090,0.12868912494990506
85|WEU,no_climate,2095,0.12676542114252604
85|WEU,no_climate,2100,0.12508211435486988
86|WEU,2p6,2025,0.28811235829368287
86|WEU,2p6,2030,0.3356355240336915
86|WEU,2p6,2035,0.38950574227396456
86|WEU,2p6,2040,0.4504538733660986
86|WEU,2p6,2045,0.4984256644552171
86|WEU,2p6,2050,0.5594282927597176
86|WEU,2p6,2055,0.617233444634969
86|WEU,2p6,2060,0.6278278580501206
86|WEU,2p6,2065,0.5877532136635447
86|WEU,2p6,2070,0.5499705986513125
86|WEU,2p6,2075,0.5327078276511036
86|WEU,2p6,2080,0.503443198065538
86|WEU,2p6,2085,0.4870724405104244
86|WEU,2p6,2090,0.4699223775766282
86|WEU,2p6,2095,0.45186595020908765
86|WEU,2p6,2100,0.4375425263068707
86|WEU,7p0,2025,0.28696762047973734
86|WEU,7p0,2030,0.33466879313663783
86|WEU,7p0,2035,0.3683180693788054
86|WEU,7p0,2040,0.41494826754180164
86|WEU,7p0,2045,0.44259978102555936
86|WEU,7p0,2050,0.4531599367132364
86|WEU,7p0,2055,0.4575632714085234
86|WEU,7p0,2060,0.4652324737621411
86|WEU,7p0,2065,0.47130587564351295
86|WEU,7p0,2070,0.4823175991236705
86|WEU,7p0,2075,0.4941188175641309
86|WEU,7p0,2080,0.5012708060282836
86|WEU,7p0,2085,0.4981010835762076
86|WEU,7p0,2090,0.511542046363971
86|WEU,7p0,2095,0.514927095323456
86|WEU,7p0,2100,0.5164125600950521
86|WEU,no_climate,2025,0.2875399893867101
86|WEU,no_climate,2030,0.3351521585851647
86|WEU,no_climate,2035,0.378911905826385
86|WEU,no_climate,2040,0.4327010704539501
86|WEU,no_climate,2045,0.47051272274038825
86|WEU,no_climate,2050,0.506294114736477
86|WEU,no_climate,2055,0.5373983580217462
86|WEU,no_climate,2060,0.5465301659061309
86|WEU,no_climate,2065,0.5295295446535289
86|WEU,no_climate,2070,0.5161440988874915
86|WEU,no_climate,2075,0.5134133226076172
86|WEU,no_climate,2080,0.5023570020469108
86|WEU,no_climate,2085,0.492586762043316
86|WEU,no_climate,2090,0.4907322119702996
86|WEU,no_climate,2095,0.4833965227662719
86|WEU,no_climate,2100,0.4769775432009614
87|MEA,2p6,2025,0.6253208315802639
87|MEA,2p6,2030,0.7233882910926013
87|MEA,2p6,2035,0.8334782995908407
87|MEA,2p6,2040,0.8899825451377028
87|MEA,2p6,2045,1.0356783728362735
87|MEA,2p6,2050,1.299219761096227
87|MEA,2p6,2055,1.6443739065190315
87|MEA,2p6,2060,1.9650572272732878
87|MEA,2p6,2065,2.144014532823022
87|MEA,2p6,2070,2.304152498312263
87|MEA,2p6,2075,2.35632016790484
87|MEA,2p6,2080,2.2662451477459054
87|MEA,2p6,2085,2.291432179184749
87|MEA,2p6,2090,2.283343074115261
87|MEA,2p6,2095,2.2505071375675993
87|MEA,2p6,2100,2.194292408324473
87|MEA,7p0,2025,0.5477580139797281
87|MEA,7p0,2030,0.6527216869350279
87|MEA,7p0,2035,0.7389265598683589
87|MEA,7p0,2040,0.8286790154308438
87|MEA,7p0,2045,0.8825514580887429
87|MEA,7p0,2050,0.8720055272002896
87|MEA,7p0,2055,0.9299159455459227
87|MEA,7p0,2060,0.9556502852595629
87|MEA,7p0,2065,1.055995423473327
87|MEA,7p0,2070,1.1517029388031046
87|MEA,7p0,2075,1.2458352706927358
87|MEA,7p0,2080,1.3872995501256409
87|MEA,7p0,2085,1.4324753030097035
87|MEA,7p0,2090,1.499639518875013
87|MEA,7p0,2095,1.5585404348131224
87|MEA,7p0,2100,1.6280023513610924
87|MEA,no_climate,2025,0.586539422779996
87|MEA,no_climate,2030,0.6880549890138146
87|MEA,no_climate,2035,0.7862024297295997
87|MEA,no_climate,2040,0.8593307802842733
87|MEA,no_climate,2045,0.9591149154625083
87|MEA,no_climate,2050,1.0856126441482583
87|MEA,no_climate,2055,1.287144926032477
87|MEA,no_climate,2060,1.4603537562664253
87|MEA,no_climate,2065,1.6000049781481747
87|MEA,no_climate,2070,1.7279277185576838
87|MEA,no_climate,2075,1.801077719298788
87|MEA,no_climate,2080,1.8267723489357732
87|MEA,no_climate,2085,1.8619537410972264
87|MEA,no_climate,2090,1.891491296495137
87|MEA,no_climate,2095,1.904523786190361
87|MEA,no_climate,2100,1.9111473798427827
88|CHN,2p6,2025,0.05018894408379699
88|CHN,2p6,2030,0.06269191929291654
88|CHN,2p6,2035,0.07414372150372033
88|CHN,2p6,2040,0.08829286020439407
88|CHN,2p6,2045,0.11277293373648929
88|CHN,2p6,2050,0.13651815095665015
88|CHN,2p6,2055,0.14502875968125037
88|CHN,2p6,2060,0.17474155537373157
88|CHN,2p6,2065,0.24207639895755817
88|CHN,2p6,2070,0.24080062689290777
88|CHN,2p6,2075,0.21240022107232673
88|CHN,2p6,2080,0.18531239624756105
88|CHN,2p6,2085,0.16620011913228405
88|CHN,2p6,2090,0.14805278104984682
88|CHN,2p6,2095,0.13175182390302592
88|CHN,2p6,2100,0.12014069502107706
88|CHN,7p0,2025,0.050307493550021835
88|CHN,7p0,2030,0.06144562015495198
88|CHN,7p0,2035,0.07020217877992192
88|CHN,7p0,2040,0.07182169212726348
88|CHN,7p0,2045,0.07306586178977433
88|CHN,7p0,2050,0.07042446348114363
88|CHN,7p0,2055,0.0676604735855521
88|CHN,7p0,2060,0.06656254875109092
88|CHN,7p0,2065,0.06522314140824574
88|CHN,7p0,2070,0.06423305985963168
88|CHN,7p0,2075,0.06351813084244237
88|CHN,7p0,2080,0.062136145779006814
88|CHN,7p0,2085,0.059755667860636075
88|CHN,7p0,2090,0.058589551702991405
88|CHN,7p0,2095,0.05852099200328209
88|CHN,7p0,2100,0.05850430838454462
88|CHN,no_climate,2025,0.05024821881690941
88|CHN,no_climate,2030,0.062068769723934256
88|CHN,no_climate,2035,0.07217295014182112
88|CHN,no_climate,2040,0.08005727616582878
88|CHN,no_climate,2045,0.09291939776313181
88|CHN,no_climate,2050,0.10347130721889689
88|CHN,no_climate,2055,0.10634461663340124
88|CHN,no_climate,2060,0.12065205206241125
88|CHN,no_climate,2065,0.15364977018290196
88|CHN,no_climate,2070,0.15251684337626972
88|CHN,no_climate,2075,0.13795917595738455
88|CHN,no_climate,2080,0.12372427101328393
88|CHN,no_climate,2085,0.11297789349646006
88|CHN,no_climate,2090,0.10332116637641911
88|CHN,no_climate,2095,0.095136407953154
88|CHN,no_climate,2100,0.08932250170281084
88|PAS,2p6,2025,0.039418756462735884
88|PAS,2p6,2030,0.05599343015688525
88|PAS,2p6,2035,0.0736809896218884
88|PAS,2p6,2040,0.09771096740875569
88|PAS,2p6,2045,0.12799118760481906
88|PAS,2p6,2050,0.16204917340598907
88|PAS,2p6,2055,0.1982443977539455
88|PAS,2p6,2060,0.2544123159111136
88|PAS,2p6,2065,0.28777424755371783
88|PAS,2p6,2070,0.31493459203013957
88|PAS,2p6,2075,0.35331019019942966
88|PAS,2p6,2080,0.39101952467507994
88|PAS,2p6,2085,0.45276229861550876
88|PAS,2p6,2090,0.45204338327571125
88|PAS,2p6,2095,0.43210842142035305
88|PAS,2p6,2100,0.4039064785132071
88|PAS,7p0,2025,0.0403142694213294
88|PAS,7p0,2030,0.05438783545904221
88|PAS,7p0,2035,0.06891436537843355
88|PAS,7p0,2040,0.08655157908297392
88|PAS,7p0,2045,0.1050908552528763
88|PAS,7p0,2050,0.11935587458531612
88|PAS,7p0,2055,0.12754401587589612
88|PAS,7p0,2060,0.13350573371950952
88|PAS,7p0,2065,0.14462764072505463
88|PAS,7p0,2070,0.15271808735138773
88|PAS,7p0,2075,0.15911847051876973
88|PAS,7p0,2080,0.16510501418617468
88|PAS,7p0,2085,0.1706470248835278
88|PAS,7p0,2090,0.17756475358829518
88|PAS,7p0,2095,0.18207865347727867
88|PAS,7p0,2100,0.18909493811501205
88|PAS,no_climate,2025,0.03986651294203264
88|PAS,no_climate,2030,0.05519063280796373
88|PAS,no_climate,2035,0.07129767750016097
88|PAS,no_climate,2040,0.09213127324586481
88|PAS,no_climate,2045,0.11654102142884767
88|PAS,no_climate,2050,0.14070252399565258
88|PAS,no_climate,2055,0.1628942068149208
88|PAS,no_climate,2060,0.19395902481531155
88|PAS,no_climate,2065,0.21620094413938623
88|PAS,no_climate,2070,0.23382633969076366
88|PAS,no_climate,2075,0.2562143303590997
88|PAS,no_climate,2080,0.2780622694306273
88|PAS,no_climate,2085,0.3117046617495183
88|PAS,no_climate,2090,0.3148040684320032
88|PAS,no_climate,2095,0.30709353744881585
88|PAS,no_climate,2100,0.2965007083141096
88|RCPA,2p6,2025,0.07184134461529675
88|RCPA,2p6,2030,0.07306281309042294
88|RCPA,2p6,2035,0.07753159564099797
88|RCPA,2p6,2040,0.09853184684553283
88|RCPA,2p6,2045,0.13541888764488455
88|RCPA,2p6,2050,0.14352116852044455
88|RCPA,2p6,2055,0.14607406986058583
